# 
# Header Description:
# 
# Version: v3.0.3.1 Platform: 11 Manufacturer: OnePlus Model: HD1901
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
Status,1651496256000,46,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496256000,46,19,3,23,1603687552,0.00,21.00,42.00,0,1,0,0.0
Status,1651496256000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496256000,46,21,5,29,1561097984,22.40,112.00,33.00,0,1,0,22.4
Status,1651496256000,46,22,5,9,1561097984,16.00,144.00,33.00,1,1,0,16.0
Status,1651496256000,46,23,5,6,1561097984,21.60,126.00,37.00,1,1,0,21.6
Status,1651496256000,46,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496256000,46,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496256000,46,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496256000,46,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496256000,46,28,5,7,1561097984,0.00,163.00,23.00,0,1,0,0.0
Status,1651496256000,46,29,5,8,1561097984,0.00,30.00,30.00,0,1,0,0.0
Status,1651496256000,46,30,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496256000,46,31,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496256000,46,32,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496256000,46,33,5,16,1561097984,0.00,120.00,37.00,0,1,0,0.0
Status,1651496256000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496256000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496256000,46,36,5,22,1561097984,0.00,260.00,78.00,0,1,0,0.0
Status,1651496256000,46,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496256000,46,38,6,26,1575420032,14.60,81.00,22.00,0,1,0,14.6
Status,1651496256000,46,39,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496256000,46,40,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496256000,46,41,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496256000,46,42,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496256000,46,43,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496256000,46,44,6,31,1575420032,0.00,241.00,27.00,0,1,0,0.0
Status,1651496256000,46,45,6,33,1575420032,0.00,26.00,45.00,0,1,0,0.0
Fix,GPS,17.4070144,78.5195694,456.980225,0.000000,51.127838,0.000000,1651496257000,0.73375744,0.0,79692798519578,44.99263
Raw,1651496256436,414788292000000,,,-1335116686144933309,0.2719607353210449,410.84541589953005,-66.17682023118623,28.026323917357097,29,15,0.0,16399,133074369016481,53,22.7,-139.7707061767578,1.0099999904632568,16,0.0,0.0,1.57542003E9,,,,0,,1,-1.16,19.099999999999998,0.0,0.0,,,C,
Raw,1651496256436,414788292000000,,,-1335116686144933309,0.2719607353210449,410.84541589953005,-66.17682023118623,28.026323917357097,29,29,0.0,16399,133060357842968,61,22.4,283.2102355957031,1.0220000743865967,16,0.0,0.0,1.56109798E9,,,,0,,5,-9.23,18.099999999999998,-1505.52099609375,36.02555465698242,,,I,
Fix,FLP,17.4070159,78.5195705,437.699982,0.005863,21.457001,336.872467,1651496257000,0.0,0.0,79692798519578,1.5438561
Status,1651496257000,46,0,1,5,1575420032,17.50,32.00,24.00,0,1,0,17.5
Status,1651496257000,46,1,1,15,1575420032,21.10,109.00,66.00,1,1,0,21.1
Status,1651496257000,46,2,1,23,1575420032,18.50,261.00,40.00,1,1,0,18.5
Status,1651496257000,46,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496257000,46,4,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496257000,46,5,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496257000,46,6,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496257000,46,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496257000,46,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496257000,46,9,1,24,1575420032,0.00,154.00,10.00,0,1,0,0.0
Status,1651496257000,46,10,1,25,1575420032,0.00,212.00,29.00,0,1,0,0.0
Status,1651496257000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496257000,46,12,1,29,1575420032,0.00,354.00,74.00,0,1,0,0.0
Status,1651496257000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,46,14,3,2,1599750016,0.00,206.00,19.00,0,1,0,0.0
Status,1651496257000,46,15,3,22,1600312448,0.00,98.00,26.00,0,1,0,0.0
Status,1651496257000,46,16,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496257000,46,17,3,1,1602562560,0.00,220.00,80.00,0,1,0,0.0
Status,1651496257000,46,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496257000,46,19,3,23,1603687552,0.00,21.00,42.00,0,1,0,0.0
Status,1651496257000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496257000,46,21,5,29,1561097984,21.90,112.00,33.00,0,1,0,21.9
Status,1651496257000,46,22,5,9,1561097984,16.00,144.00,33.00,0,1,0,16.0
Status,1651496257000,46,23,5,6,1561097984,21.60,126.00,37.00,1,1,0,21.6
Status,1651496257000,46,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496257000,46,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496257000,46,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496257000,46,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496257000,46,28,5,7,1561097984,0.00,163.00,23.00,0,1,0,0.0
Status,1651496257000,46,29,5,8,1561097984,0.00,30.00,30.00,0,1,0,0.0
Status,1651496257000,46,30,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496257000,46,31,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496257000,46,32,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496257000,46,33,5,16,1561097984,0.00,120.00,37.00,0,1,0,0.0
Status,1651496257000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496257000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496257000,46,36,5,22,1561097984,0.00,260.00,78.00,0,1,0,0.0
Status,1651496257000,46,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496257000,46,38,6,26,1575420032,14.60,81.00,22.00,0,1,0,14.6
Status,1651496257000,46,39,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496257000,46,40,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,46,41,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496257000,46,42,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496257000,46,43,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496257000,46,44,6,31,1575420032,0.00,241.00,27.00,0,1,0,0.0
Status,1651496257000,46,45,6,33,1575420032,0.00,26.00,45.00,0,1,0,0.0
Raw,1651496257436,414789292000000,,,-1335116686144933378,0.7936744689941406,470.7422340288758,-68.0708561644994,28.98436126673622,29,15,0.0,16399,133075369016838,70,21.1,-139.82778930664062,1.0899999141693115,16,0.0,0.0,1.57542003E9,,,,0,,1,-1.77,17.5,0.0,0.0,,,C,
Raw,1651496257436,414789292000000,,,-1335116686144933378,0.7936744689941406,470.7422340288758,-68.0708561644994,28.98436126673622,29,29,0.0,16399,133061357841972,70,21.9,283.70953369140625,1.1019999980926514,16,0.0,0.0,1.56109798E9,,,,0,,5,-9.86,17.599999999999998,-1505.52099609375,36.02555465698242,,,I,
Status,1651496257000,46,0,1,5,1575420032,17.50,32.00,24.00,0,1,0,17.5
Status,1651496257000,46,1,1,15,1575420032,21.10,109.00,66.00,0,1,0,21.1
Status,1651496257000,46,2,1,23,1575420032,18.50,261.00,40.00,0,1,0,18.5
Status,1651496257000,46,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496257000,46,4,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496257000,46,5,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496257000,46,6,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496257000,46,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496257000,46,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496257000,46,9,1,24,1575420032,0.00,154.00,10.00,0,1,0,0.0
Status,1651496257000,46,10,1,25,1575420032,0.00,212.00,29.00,0,1,0,0.0
Status,1651496257000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496257000,46,12,1,29,1575420032,0.00,354.00,74.00,0,1,0,0.0
Status,1651496257000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,46,14,3,2,1599750016,0.00,206.00,19.00,0,1,0,0.0
Status,1651496257000,46,15,3,22,1600312448,0.00,98.00,26.00,0,1,0,0.0
Status,1651496257000,46,16,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496257000,46,17,3,1,1602562560,0.00,220.00,80.00,0,1,0,0.0
Status,1651496257000,46,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496257000,46,19,3,23,1603687552,0.00,21.00,42.00,0,1,0,0.0
Status,1651496257000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496257000,46,21,5,29,1561097984,21.90,112.00,33.00,0,1,0,21.9
Status,1651496257000,46,22,5,9,1561097984,16.90,144.00,33.00,0,1,0,16.9
Status,1651496257000,46,23,5,6,1561097984,21.60,126.00,37.00,0,1,0,21.6
Status,1651496257000,46,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496257000,46,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496257000,46,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496257000,46,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496257000,46,28,5,7,1561097984,0.00,163.00,23.00,0,1,0,0.0
Status,1651496257000,46,29,5,8,1561097984,0.00,30.00,30.00,0,1,0,0.0
Status,1651496257000,46,30,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496257000,46,31,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496257000,46,32,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496257000,46,33,5,16,1561097984,0.00,120.00,37.00,0,1,0,0.0
Status,1651496257000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496257000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496257000,46,36,5,22,1561097984,0.00,260.00,78.00,0,1,0,0.0
Status,1651496257000,46,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496257000,46,38,6,26,1575420032,14.60,81.00,22.00,0,1,0,14.6
Status,1651496257000,46,39,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496257000,46,40,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,46,41,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496257000,46,42,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496257000,46,43,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496257000,46,44,6,31,1575420032,0.00,241.00,27.00,0,1,0,0.0
Status,1651496257000,46,45,6,33,1575420032,0.00,26.00,45.00,0,1,0,0.0
Raw,1651496258436,414790292000000,,,-1335116686144933445,0.7086467742919922,532.7890394255519,-68.86997136548004,30.77121270771306,29,9,0.0,16399,133062308191357,139,16.9,-297.3443298339844,6.858500003814697,16,0.0,0.0,1.56109798E9,,,,0,,5,-9.39,12.599999999999998,-1505.52099609375,36.02555465698242,,,I,
Fix,NLP,17.4070155,78.5195706,437.699982,0.000000,20.000000,0.000000,1651496256360,0.0,0.0,79692158000000,1.3532324
Status,1651496257000,45,0,1,5,1575420032,17.50,32.00,24.00,0,1,0,17.5
Status,1651496257000,45,1,1,15,1575420032,20.70,109.00,66.00,0,1,0,20.7
Status,1651496257000,45,2,1,23,1575420032,18.20,261.00,40.00,0,1,0,18.2
Status,1651496257000,45,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496257000,45,4,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496257000,45,5,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496257000,45,6,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496257000,45,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496257000,45,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496257000,45,9,1,24,1575420032,0.00,154.00,10.00,0,1,0,0.0
Status,1651496257000,45,10,1,25,1575420032,0.00,212.00,29.00,0,1,0,0.0
Status,1651496257000,45,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496257000,45,12,1,29,1575420032,0.00,354.00,74.00,0,1,0,0.0
Status,1651496257000,45,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,45,14,3,2,1599750016,0.00,206.00,19.00,0,1,0,0.0
Status,1651496257000,45,15,3,22,1600312448,0.00,98.00,26.00,0,1,0,0.0
Status,1651496257000,45,16,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496257000,45,17,3,1,1602562560,0.00,220.00,80.00,0,1,0,0.0
Status,1651496257000,45,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496257000,45,19,3,23,1603687552,0.00,21.00,42.00,0,1,0,0.0
Status,1651496257000,45,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496257000,45,21,5,29,1561097984,23.30,112.00,33.00,0,1,0,23.3
Status,1651496257000,45,22,5,9,1561097984,16.90,144.00,33.00,0,1,0,16.9
Status,1651496257000,45,23,5,6,1561097984,21.60,126.00,37.00,0,1,0,21.6
Status,1651496257000,45,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496257000,45,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496257000,45,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496257000,45,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496257000,45,28,5,7,1561097984,0.00,163.00,23.00,0,1,0,0.0
Status,1651496257000,45,29,5,8,1561097984,0.00,30.00,30.00,0,1,0,0.0
Status,1651496257000,45,30,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496257000,45,31,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496257000,45,32,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496257000,45,33,5,16,1561097984,0.00,120.00,37.00,0,1,0,0.0
Status,1651496257000,45,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496257000,45,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496257000,45,36,5,22,1561097984,0.00,260.00,78.00,0,1,0,0.0
Status,1651496257000,45,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496257000,45,38,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496257000,45,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,45,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496257000,45,41,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496257000,45,42,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496257000,45,43,6,31,1575420032,0.00,241.00,27.00,0,1,0,0.0
Status,1651496257000,45,44,6,33,1575420032,0.00,26.00,45.00,0,1,0,0.0
Raw,1651496259436,414791292000000,,,-1335116686144933514,0.8503808975219727,572.8153046220541,-68.85875475362101,43.361935866228826,29,15,0.0,16399,133077369017932,70,20.7,-140.2749786376953,1.9300000667572021,16,0.0,0.0,1.57542003E9,,,,0,,1,-1.58,17.099999999999998,0.0,0.0,,,C,
Raw,1651496259436,414791292000000,,,-1335116686144933514,0.8503808975219727,572.8153046220541,-68.85875475362101,43.361935866228826,29,23,0.0,16399,133077363379422,106,18.2,-244.0991973876953,5.8610005378723145,16,0.0,0.0,1.57542003E9,,,,0,,1,-1.58,14.6,0.0,0.0,,,C,
Raw,1651496259436,414791292000000,,,-1335116686144933514,0.8503808975219727,572.8153046220541,-68.85875475362101,43.361935866228826,29,29,0.0,16399,133063357840102,53,23.3,281.1938171386719,1.691999912261963,16,0.0,0.0,1.56109798E9,,,,0,,5,-8.68,19.0,-1505.52099609375,36.02555465698242,,,I,
Status,1651496257000,46,0,1,5,1575420032,17.50,32.00,24.00,0,1,0,17.5
Status,1651496257000,46,1,1,15,1575420032,20.70,109.00,66.00,0,1,0,20.7
Status,1651496257000,46,2,1,23,1575420032,18.20,261.00,40.00,0,1,0,18.2
Status,1651496257000,46,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496257000,46,4,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496257000,46,5,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496257000,46,6,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496257000,46,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496257000,46,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496257000,46,9,1,24,1575420032,0.00,154.00,10.00,0,1,0,0.0
Status,1651496257000,46,10,1,25,1575420032,0.00,212.00,29.00,0,1,0,0.0
Status,1651496257000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496257000,46,12,1,29,1575420032,0.00,354.00,74.00,0,1,0,0.0
Status,1651496257000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,46,14,3,2,1599750016,0.00,206.00,19.00,0,1,0,0.0
Status,1651496257000,46,15,3,22,1600312448,0.00,98.00,26.00,0,1,0,0.0
Status,1651496257000,46,16,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496257000,46,17,3,1,1602562560,0.00,220.00,80.00,0,1,0,0.0
Status,1651496257000,46,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496257000,46,19,3,23,1603687552,0.00,21.00,42.00,0,1,0,0.0
Status,1651496257000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496257000,46,21,5,29,1561097984,23.30,112.00,33.00,0,1,0,23.3
Status,1651496257000,46,22,5,9,1561097984,16.90,144.00,33.00,0,1,0,16.9
Status,1651496257000,46,23,5,6,1561097984,18.70,126.00,37.00,0,1,0,18.7
Status,1651496257000,46,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496257000,46,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496257000,46,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496257000,46,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496257000,46,28,5,7,1561097984,0.00,163.00,23.00,0,1,0,0.0
Status,1651496257000,46,29,5,8,1561097984,0.00,30.00,30.00,0,1,0,0.0
Status,1651496257000,46,30,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496257000,46,31,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496257000,46,32,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496257000,46,33,5,16,1561097984,0.00,120.00,37.00,0,1,0,0.0
Status,1651496257000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496257000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496257000,46,36,5,22,1561097984,0.00,260.00,78.00,0,1,0,0.0
Status,1651496257000,46,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496257000,46,38,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496257000,46,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,46,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496257000,46,41,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496257000,46,42,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496257000,46,43,6,26,1575420032,0.00,81.00,22.00,0,1,0,0.0
Status,1651496257000,46,44,6,31,1575420032,0.00,241.00,27.00,0,1,0,0.0
Status,1651496257000,46,45,6,33,1575420032,0.00,26.00,45.00,0,1,0,0.0
Raw,1651496260436,414792292000000,,,-1335116686144933577,0.29692840576171875,635.7604288496077,-70.03554466428703,34.5995034126076,29,6,0.0,16399,133064309996521,106,18.7,-310.4990539550781,4.369999885559082,16,0.0,0.0,1.56109798E9,,,,0,,5,-8.92,14.399999999999999,-1505.52099609375,36.02555465698242,,,I,
Status,1651496257000,46,0,1,5,1575420032,17.50,32.00,24.00,0,1,0,17.5
Status,1651496257000,46,1,1,15,1575420032,20.90,109.00,66.00,0,1,0,20.9
Status,1651496257000,46,2,1,23,1575420032,18.20,261.00,40.00,0,1,0,18.2
Status,1651496257000,46,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496257000,46,4,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496257000,46,5,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496257000,46,6,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496257000,46,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496257000,46,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496257000,46,9,1,24,1575420032,0.00,154.00,10.00,0,1,0,0.0
Status,1651496257000,46,10,1,25,1575420032,0.00,212.00,29.00,0,1,0,0.0
Status,1651496257000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496257000,46,12,1,29,1575420032,0.00,354.00,74.00,0,1,0,0.0
Status,1651496257000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,46,14,3,2,1599750016,0.00,206.00,19.00,0,1,0,0.0
Status,1651496257000,46,15,3,22,1600312448,0.00,98.00,26.00,0,1,0,0.0
Status,1651496257000,46,16,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496257000,46,17,3,1,1602562560,0.00,220.00,80.00,0,1,0,0.0
Status,1651496257000,46,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496257000,46,19,3,23,1603687552,0.00,21.00,42.00,0,1,0,0.0
Status,1651496257000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496257000,46,21,5,29,1561097984,21.70,112.00,33.00,0,1,0,21.7
Status,1651496257000,46,22,5,9,1561097984,16.90,144.00,33.00,0,1,0,16.9
Status,1651496257000,46,23,5,6,1561097984,18.70,126.00,37.00,0,1,0,18.7
Status,1651496257000,46,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496257000,46,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496257000,46,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496257000,46,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496257000,46,28,5,7,1561097984,0.00,163.00,23.00,0,1,0,0.0
Status,1651496257000,46,29,5,8,1561097984,0.00,30.00,30.00,0,1,0,0.0
Status,1651496257000,46,30,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496257000,46,31,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496257000,46,32,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496257000,46,33,5,16,1561097984,0.00,120.00,37.00,0,1,0,0.0
Status,1651496257000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496257000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496257000,46,36,5,22,1561097984,0.00,260.00,78.00,0,1,0,0.0
Status,1651496257000,46,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496257000,46,38,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496257000,46,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496257000,46,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496257000,46,41,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496257000,46,42,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496257000,46,43,6,26,1575420032,0.00,81.00,22.00,0,1,0,0.0
Status,1651496257000,46,44,6,31,1575420032,0.00,241.00,27.00,0,1,0,0.0
